,lineID,characterID,movieID,character,text
L445361,L445361,u2495,m161,STEW,"Smythe, come here. I want to talk to you.  Come on, Smythe, talk to me. Smythe, I'm going nuts. I'm going nuts in this house! This big . . . come on, I'm not going to hurt you. Come on, what's the matter with you?
"
L445281,L445281,u2495,m161,STEW,"Smythe, the - er - gentleman is leaving.
"
L445280,L445280,u2495,m161,STEW,"That's what I think of it, Bingy!
"
L444850,L444850,u2495,m161,STEW,"Now the lady said you may go
"
L444841,L444841,u2495,m161,STEW,"I know, I know. I waited outside till she went out. She's a very nice lady, but we don't vibrate well together.
"
L444839,L444839,u2495,m161,STEW,"Smythe! Well, well, well! With a Y , huh?  Congratulations! What a small world. Brothers under livery. Shake!  Now, as a Smith to a Smythe
"
L444837,L444837,u2495,m161,STEW,"Now, now Jeeves.[5] Was that nice? Was that being a gentleman, Jeeves? Was it, Jeeves? Your name is Jeeves, isn't it?
"
L444712,L444712,u2495,m161,STEW,"There are no gentlemen on the Tribune.
"
L356762,L356762,u6378,m425,BOB,"Yeah, I'll stay.
"
L356760,L356760,u6378,m425,BOB,"Ok.
"
L356758,L356758,u6378,m425,BOB,"Oh, hi, Elaine.
"
L356756,L356756,u6378,m425,BOB,"Hello?
"
L356472,L356472,u6378,m425,BOB,"Oh, great. I'll talk to you later, bye.
"
L356470,L356470,u6378,m425,BOB,"Just get me out of here as soon as you can.
"
L356468,L356468,u6378,m425,BOB,"Yeah, they told me.
"
L356466,L356466,u6378,m425,BOB,"Can you get me on a flight Thursday night?
"
L356880,L356880,u6379,m425,CHARLOTTE,"I'll miss you.
"
L356879,L356879,u6378,m425,BOB,"Why are you crying?
"
L356876,L356876,u6379,m425,CHARLOTTE,"Ok, bye.
"
L356875,L356875,u6378,m425,BOB,"Thanks.
"
L356874,L356874,u6379,m425,CHARLOTTE,"Well... have a good flight.
"
L356873,L356873,u6378,m425,BOB,"Yes.
"
L356872,L356872,u6379,m425,CHARLOTTE,"You're leaving right now?
"
L356869,L356869,u6378,m425,BOB,"Yes, no.
"
L356868,L356868,u6379,m425,CHARLOTTE,"Just saying good-bye to everyone before you leave?
"
L356862,L356862,u6378,m425,BOB,"That'd be great.
"
L356861,L356861,u6379,m425,CHARLOTTE,"Uh, yeah... I'll bring it down.
"
L356860,L356860,u6378,m425,BOB,"I'm just leaving.... do you have my jacket?
"
L356859,L356859,u6379,m425,CHARLOTTE,"Hi, Bob.
"
L356858,L356858,u6378,m425,BOB,"Charlotte?
"
L356850,L356850,u6379,m425,CHARLOTTE,"I don't know, it just doesn't, reality changes things....we can't stay here forever, unless maybe we started a Jazz band.
"
L356849,L356849,u6378,m425,BOB,"Why can't it last?
"
L356848,L356848,u6379,m425,CHARLOTTE,"I know. But, it doesn't last, you have to go back sometime.
"
L356847,L356847,u6378,m425,BOB,"I don't want to go back tomorrow.
"
L356844,L356844,u6379,m425,CHARLOTTE,"Well, I mean it more now.
"
L356843,L356843,u6378,m425,BOB,"That's what you said the other night.
"
L356842,L356842,u6379,m425,CHARLOTTE,"I'm going to miss you.
"
L356841,L356841,u6378,m425,BOB,"Tomorrow.
"
L356840,L356840,u6379,m425,CHARLOTTE,"When are you leaving?
"
L356839,L356839,u6379,m425,CHARLOTTE,"That lunch was the worst, huh.
"
L356838,L356838,u6378,m425,BOB,"I'm sorry.
"
L356836,L356836,u6379,m425,CHARLOTTE,"Around.
"
L356835,L356835,u6378,m425,BOB,"So, where'd you go today.
"
L356834,L356834,u6379,m425,CHARLOTTE,"A coke.
"
L356833,L356833,u6378,m425,BOB,"What do you want to drink?
"
L356830,L356830,u6378,m425,BOB,"You're a brat, wasn't there anyone else around to lavish you with attention?
"
L356829,L356829,u6379,m425,CHARLOTTE,"Well, I guess she's more around your age...  You guys could talk about things in common, like growing up in the fifties.
"
L356827,L356827,u6378,m425,BOB,"No, we'll find something around here.
"
L356826,L356826,u6379,m425,CHARLOTTE,"You can't get sushi anywhere in Japan after 2 o'clock. Did you know that?
"
L356805,L356805,u6378,m425,BOB,"I don't want to be.
"
L356804,L356804,u6379,m425,CHARLOTTE,"Oh, I guess you're busy, huh.
"
L356803,L356803,u6378,m425,BOB,"Yes, but no, I can't right now.
"
L356802,L356802,u6379,m425,CHARLOTTE,"I'm going to Daikanyama, do you want to come walk around?
"
L356795,L356795,u6379,m425,CHARLOTTE,"No.
"
L356794,L356794,u6378,m425,BOB,"Do you know where we are?
"
L356793,L356793,u6379,m425,CHARLOTTE,"Yeah.
"
L356792,L356792,u6378,m425,BOB,"Do you ever see him?
"
L356791,L356791,u6379,m425,CHARLOTTE,"Working.
"
L356790,L356790,u6378,m425,BOB,"Where's your husband?
"
L356747,L356747,u6378,m425,BOB,"Yeah, look at that thing.
"
L356746,L356746,u6379,m425,CHARLOTTE,"You think so?
"
L356745,L356745,u6378,m425,BOB,"We should get you to the doctor.
"
L356744,L356744,u6379,m425,CHARLOTTE,"It's bad isn't it?
"
L356742,L356742,u6379,m425,CHARLOTTE,"I don't know, I think maybe I broke it? I knocked into something the other day...
"
L356741,L356741,u6378,m425,BOB,"What happened to your toe?
"
L356740,L356740,u6379,m425,CHARLOTTE,"Fuck off.
"
L356739,L356739,u6378,m425,BOB,"Nice one.
"
L356738,L356738,u6379,m425,CHARLOTTE,"Oh, she'll love it.
"
L356737,L356737,u6378,m425,BOB,"Four.
"
L356736,L356736,u6379,m425,CHARLOTTE,"How old is she?
"
L356735,L356735,u6378,m425,BOB,"It's for my daughter.
"
L356733,L356733,u6378,m425,BOB,"They really have to work on that street name thing.
"
L356732,L356732,u6379,m425,CHARLOTTE,"You made it.
"
L356724,L356724,u6378,m425,BOB,"Because that would be too easy.
"
L356723,L356723,u6379,m425,CHARLOTTE,"Why do you have to be with your opposite, why cant similar people be together?
"
L356722,L356722,u6379,m425,CHARLOTTE,"I know, but that's what you like about me.
"
L356721,L356721,u6378,m425,BOB,"You are.
"
L356720,L356720,u6379,m425,CHARLOTTE,"John thinks I'm so snotty.
"
L356719,L356719,u6378,m425,BOB,"I know.
"
L356718,L356718,u6379,m425,CHARLOTTE,"In D.C., my dad was the Ambassador to France in the eighties, so we went to school in Paris for a few years... but we mostly lived in D.C., and they were never around... and then I moved to Los Angeles when John and I got married... it's so different there.
"
L356717,L356717,u6378,m425,BOB,"Where'd you grow up?
"
L356716,L356716,u6379,m425,CHARLOTTE,"That's nice. My parents were always traveling, they weren't around so much.
"
L356715,L356715,u6378,m425,BOB,"But, it's great being with them, after they can talk, and can do things with you.
"
L356714,L356714,u6379,m425,CHARLOTTE,"No one ever tells you that...
"
L356713,L356713,u6378,m425,BOB,"When they're born its like Vietnam. It's terrifying.
"
L356712,L356712,u6379,m425,CHARLOTTE,"That's too scary.
"
L356711,L356711,u6378,m425,BOB,"We used to have fun, she used to like to go to places with me for my movies and we would laugh at all the weirdos, but now she's tired of it all. She never wants to leave the kids, she doesn't need me, and they don't need me, I feel like I'm in the way. It gets complicated when you have kids... that changes everything.
"
L356710,L356710,u6379,m425,CHARLOTTE,"Oh.
"
L356709,L356709,u6378,m425,BOB,"We established that we have no communication.
"
L356708,L356708,u6379,m425,CHARLOTTE,"Did that help? Did you learn anything?
"
L356707,L356707,u6378,m425,BOB,"It's hard. We started going to a marriage counselor.
"
L356706,L356706,u6379,m425,CHARLOTTE,"And marriage, does that get easier?
"
L356705,L356705,u6378,m425,BOB,"That's ok.
"
L356704,L356704,u6379,m425,CHARLOTTE,"But, I'm mean.
"
L356703,L356703,u6378,m425,BOB,"You'll figure it out. I'm not worried about you. Keep writing.
"
L356702,L356702,u6379,m425,CHARLOTTE,"I just don't know what I'm supposed to be. I thought maybe I wanted to be a writer... but I hate what I write, and I tried taking pictures, but John's so good at that, and mine are so mediocre... and every girl goes through a photography phase, like horses, you know dumb pictures of your feet...
"
L356701,L356701,u6378,m425,BOB,"Thanks. It does, the more you know who you are... you don't care about things the same way...
"
L356700,L356700,u6379,m425,CHARLOTTE,"Yeah? But look at you.
"
L356699,L356699,u6378,m425,BOB,"No, yes, it does...
"
L356698,L356698,u6379,m425,CHARLOTTE,"I'm stuck. Does it get easier.
"
L356697,L356697,u6379,m425,CHARLOTTE,"I know.
"
L356696,L356696,u6378,m425,BOB,"You're possessive.
"
L356695,L356695,u6379,m425,CHARLOTTE,"Oh.
"
L356694,L356694,u6378,m425,BOB,"No, for a candlelight dinner, yes, for her show.
"
L356693,L356693,u6379,m425,CHARLOTTE,"Oh, for her show?
"
L356692,L356692,u6378,m425,BOB,"I got a fax today from your friend Hiromix.
"
L356691,L356691,u6379,m425,CHARLOTTE,"Oh.  Well... they were dancing on the couch with that weird English guy who kept talking about hanging out with the Sex Pistols on Kings Road...
"
L356690,L356690,u6378,m425,BOB,"No, I was looking at you.
"
L356689,L356689,u6379,m425,CHARLOTTE,"Did you see Hiromix last night dancing with Bambi?
"
L356688,L356688,u6378,m425,BOB,"Ok, whatever you want.
"
L356687,L356687,u6379,m425,CHARLOTTE,"Let's never come here again, because it would never be as much fun.
"
L356686,L356686,u6378,m425,BOB,"I don't know. My fax said ""have a good fright"".
"
L356685,L356685,u6379,m425,CHARLOTTE,"Why do they switch the r's and l's here?
"
L356684,L356684,u6378,m425,BOB,"I know, I kind of blend in here.
"
L356683,L356683,u6379,m425,CHARLOTTE,"I don't remember.
"
L356682,L356682,u6378,m425,BOB,"No, you smiled.
"
L356681,L356681,u6379,m425,CHARLOTTE,"Did I scowl at you?
"
L356680,L356680,u6378,m425,BOB,"Yeah, you don't remember?
"
L356679,L356679,u6379,m425,CHARLOTTE,"Really?
"
L356678,L356678,u6378,m425,BOB,"But the first time I saw you was in the elevator.
"
L356677,L356677,u6379,m425,CHARLOTTE,"Do you remember when we met at the bar? ...You were wearing a tuxedo.
"
L356676,L356676,u6378,m425,BOB,"I don't know.
"
L356675,L356675,u6379,m425,CHARLOTTE,"How'd a Japanese guy get a name like Hans?
"
L356674,L356674,u6378,m425,BOB,"No, its easy.
"
L356673,L356673,u6379,m425,CHARLOTTE,"I think he kind of liked me...Is that so hard to imagine?
"
L356672,L356672,u6378,m425,BOB,"Hans was very attentive to you.
"
L356671,L356671,u6378,m425,BOB,"I see them every morning.
"
L356670,L356670,u6379,m425,CHARLOTTE,"Hey look, it's Sausalito.
"
L356669,L356669,u6379,m425,CHARLOTTE,"OK, see you downstairs.
"
L356668,L356668,u6378,m425,BOB,"Yeah, I'm going to take a shower and I'll meet you downstairs.
"
L356667,L356667,u6379,m425,CHARLOTTE,"Do you want to have some breakfast?
"
L356666,L356666,u6378,m425,BOB,"Of course.
"
L356665,L356665,u6379,m425,CHARLOTTE,"Thanks for getting me back in one piece.
"
L356664,L356664,u6378,m425,BOB,"Charlotte, who?
"
L356663,L356663,u6379,m425,CHARLOTTE,"It's Charlotte.
"
L356662,L356662,u6378,m425,BOB,"Hello?
"
L356645,L356645,u6378,m425,BOB,"I know. I don't either.
"
L356644,L356644,u6379,m425,CHARLOTTE,"I don't want to go home.
"
L356638,L356638,u6378,m425,BOB,"Ok.
"
L356637,L356637,u6379,m425,CHARLOTTE,"I could cut the ones that are left for you.
"
L356635,L356635,u6378,m425,BOB,"No way.
"
L356634,L356634,u6379,m425,CHARLOTTE,"What do you feel like singing, Bob?
"
L356624,L356624,u6378,m425,BOB,"Hi, Charlie.
"
L356623,L356623,u6379,m425,CHARLOTTE,"Charlie, this is Bob. Bob  Charlie Brown.
"
L356621,L356621,u6379,m425,CHARLOTTE,"No.
"
L356620,L356620,u6378,m425,BOB,"A Soul's Search: Finding Your True Calling - are you reading this?
"
L356619,L356619,u6378,m425,BOB,"I know, it's stupid.
"
L356618,L356618,u6379,m425,CHARLOTTE,"You really are having a mid-life crisis.
"
L356616,L356616,u6379,m425,CHARLOTTE,"See you later.
"
L356615,L356615,u6378,m425,BOB,"Ok.
"
L356614,L356614,u6379,m425,CHARLOTTE,"Oh, good. Do you want to go to a party tonight with me and some friends who live here?
"
L356613,L356613,u6378,m425,BOB,"I'm here for the week.
"
L356612,L356612,u6379,m425,CHARLOTTE,"Not really. How long are you here for?
"
L356611,L356611,u6378,m425,BOB,"No, how about you?
"
L356610,L356610,u6379,m425,CHARLOTTE,"Yeah. Did you get some sleep?
"
L356609,L356609,u6378,m425,BOB,"Hi. Did you have a nice swim?
"
L356608,L356608,u6379,m425,CHARLOTTE,"Oh, hi.
"
L356559,L356559,u6378,m425,BOB,"Who do I have to fuck to get off this planet?
"
L356558,L356558,u6379,m425,CHARLOTTE,"Hi again, how's it going?
"
L356507,L356507,u6378,m425,BOB,"Thanks.
"
L356506,L356506,u6379,m425,CHARLOTTE,"Thanks. I'm sure your mid-life crisis will work out,too.
"
L356505,L356505,u6378,m425,BOB,"It takes a while to figure it out. I'm sure you will, though.
"
L356504,L356504,u6379,m425,CHARLOTTE,"I don't know, but I can think about it, a lot.
"
L356503,L356503,u6378,m425,BOB,"Oh, what do you do with that?
"
L356502,L356502,u6379,m425,CHARLOTTE,"Philosophy.
"
L356501,L356501,u6378,m425,BOB,"What did you study?
"
L356500,L356500,u6379,m425,CHARLOTTE,"I'm not sure, yet... I graduated last spring.
"
L356499,L356499,u6378,m425,BOB,"What do you do?
"
L356498,L356498,u6379,m425,CHARLOTTE,"Oh.
"
L356497,L356497,u6378,m425,BOB,"Yes... I don't know, I don't know her anymore. I don't know if you can be in love with one person the whole time. I was... actually I was in love with her sister first, when I was twenty-one. And one day her sister said to me she wanted to move to Paris, so I said okay, and she said no, she wanted to move to Paris with Francois,   and she's still married to him. And I moved in with Lydia... but I always really liked Lydia.
"
L356496,L356496,u6379,m425,CHARLOTTE,"25 years... that's a long time... Are you still in love with your wife?
"
L356495,L356495,u6378,m425,BOB,"I'm thinking about it.
"
L356494,L356494,u6379,m425,CHARLOTTE,"You're probably just having a mid- life crisis. Did you buy a Porche?
"
L356493,L356493,u6378,m425,BOB,"Try twenty-five.
"
L356492,L356492,u6379,m425,CHARLOTTE,"Two years.
"
L356491,L356491,u6378,m425,BOB,"How long have you been married?
"
L356490,L356490,u6379,m425,CHARLOTTE,"My husband's here for work-he's a photographer- and I just came along...I'm not really doing anything right now, and we have some friends who live here.
"
L356489,L356489,u6378,m425,BOB,"What about you? Why are you here?
"
L356486,L356486,u6378,m425,BOB,"My wife needs space, I don't know my kids ' birthdays.  Everyone wants Tiger Woods, but they could get me, so I'm here doing a whiskey commercial.
"
L356485,L356485,u6379,m425,CHARLOTTE,"What are you doing here?
"
